journal_abbr,lastname,firstname,title,position,affiliation,role,website,retrieved_on,Richter,Benita,Unnamed: 2,Chefredakteurin,Bundesvereinigung Lebenshilfe e. V.,Redaktion,Es wurden keine Informationen über den Herausgeber, die Redaktion/Schriftleitung und den Beirat der Zeitschrift 'Bundesbaublatt' gefunden. Hier sind die CSV-Header:,Bayer,Walter,Prof. Dr.,Herausgeber,Friedrich-Schiller-Universität Jena,Herausgeber.1
HFR,Schuster,Silvia,,,Stollfuß Medien,Herausgeber,https://shop.deubner.de/details-hoechstrichterliche-finanzrechtsprechung-hfr/,2024-01-06,,,,,,,,,,,,,,
HuV,,IFHV,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,,Ruhr-Universität Bochum,Herausgeber,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Heintze,Hans-Joachim,Prof. Dr.,verantwortlich,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Redaktion,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Grünhagen,Nadine,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Redaktion,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Katsoni,Sissy,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Redaktion,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Thielbörger,Pierre,Prof. Dr.,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Schriftleitung,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Heinsch,Robert,Prof. Dr.,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Schriftleitung,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Geiß,Robin,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Heintschel von Heinegg,Wolff,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Hertwig,Jana,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Hofmann,Laura,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Ipsen,Knut,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Kleffner,Jann K.,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Kreß,Claus,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Lülf,Charlotte,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Marauhn,Thilo,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Noorthmann,Math,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV,Peterke,Sven,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Heintze,Hans-Joachim,Prof. Dr.,verantwortlich,"Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht, Ruhr-Universität Bochum",Redaktion,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Grünhagen,Nadine,,,"Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht, Ruhr-Universität Bochum",Redaktion,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Katsoni,Sissy,,,"Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht, Ruhr-Universität Bochum",Redaktion,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Thielbörger,Pierre,Prof. Dr.,,Ruhr-Universität Bochum,Schriftleitung,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Heinsch,Robert,Prof. Dr.,,Ruhr-Universität Bochum,Schriftleitung,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,IFHV,,,Institut für Friedenssicherungsrecht und Humanitäres Völkerrecht,Ruhr-Universität Bochum,Herausgeber,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Geiß,Robin,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Heintschel von Heinegg,Wolff,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Hertwig,Jana,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Hofmann,Laura,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Ipsen,Knut,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Kleffner,Jann K.,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Kreß,Claus,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Lülf,Charlotte,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Marauhn,Thilo,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Noorthmann,Math,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuV-I,Peterke,Sven,,,,Beirat,https://www.steiner-verlag.de/series/2625-719X,2024-01-06,,,,,,,,,,,,,,
HuFR,Paulus,Christoph G.,Rechtsprofessor,,Humboldt Forum Recht,,https://de.wikipedia.org/wiki/Humboldt_Forum_Recht,2024-01-06,,,,,,,,,,,,,,
HuFR,Schlink,Bernhard,Rechtsprofessor,,Humboldt Forum Recht,,https://de.wikipedia.org/wiki/Humboldt_Forum_Recht,2024-01-06,,,,,,,,,,,,,,
HuFR,Werle,Gerhard,Rechtsprofessor,,Humboldt Forum Recht,,https://de.wikipedia.org/wiki/Humboldt_Forum_Recht,2024-01-06,,,,,,,,,,,,,,
IBR,Basty,Gregor,Dr.,Notar,München,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Eschenbruch,Klaus,Prof. Dr.,"RA und FA für Bau- und Architektenrecht, FA für Steuerrecht",Düsseldorf,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Manteufel,Thomas,,Vorsitzender Richter am OLG,Bonn,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Mechnig,Michael,Dr.-Ing.,Baubetrieblicher Sachverständiger,Dortmund,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Schmitz,Claus,Dr.,RA und FA für Bau- und Architektenrecht,München,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Schulze-Hagen,Alfons,Dr.,"Rechtsanwalt, FA für Bau- und Architektenrecht",Mannheim,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Seifert,Werner,"Dipl.-Ing. (FH), Architekt, ö.b.u.v. Sachverständiger für Achitekten- und Ingenieurhonorare",,Würzburg,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Weyand,Rudolf,Leitender Regierungsdirektor,,Riegelsberg,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Zöller,Matthias,Prof.,"Dipl.-Ing. Architekt, ö.b.u.v. Sachverständiger für Bauschäden",Aachen,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Bolz,Stephan,RA Dr.,Chefredakteur und V.i.S.d.P.,"Heinrich-von-Stephan-Str. 3, 68161 Mannheim",Schriftleitung,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Bolz,Stephan,RA Dr.,Redaktion,"Heinrich-von-Stephan-Str. 3, 68161 Mannheim",Redaktion,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Mayer,Michael,,Redaktion,,Redaktion,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IBR,Ritter,Claudia,,Redaktion,,Redaktion,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=6&Zeitschrift=IBR,2024-01-06,,,,,,,,,,,,,,
IMR,Heilmann,Beate,RAin,Vorsitzende,Arbeitsgemeinschaft Mietrecht und Immobilien,Herausgeber,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=0&Zeitschrift=IMR,2024-01-06,,,,,,,,,,,,,,
IMR,Mayer,Michael,RA,Schriftleitung,id Verlags GmbH,Schriftleitung,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=0&Zeitschrift=IMR,2024-01-06,,,,,,,,,,,,,,
IMR,Mayer,Michael,RA,Redaktion,id Verlags GmbH,Redaktion,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=0&Zeitschrift=IMR,2024-01-06,,,,,,,,,,,,,,
IMR,Ritter,Claudia,,Redaktion,id Verlags GmbH,Redaktion,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=0&Zeitschrift=IMR,2024-01-06,,,,,,,,,,,,,,
IMR,Butenberg,Henrike,RAin und FAMuW,Redaktionsbeirat,Kanzlei Müller & Hillmayer,Beirat,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=0&Zeitschrift=IMR,2024-01-06,,,,,,,,,,,,,,
IMR,Först,Wiebke,RAin und FAMuW,Redaktionsbeirat,Kanzlei Dr. Hüsch & Partner,Beirat,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=0&Zeitschrift=IMR,2024-01-06,,,,,,,,,,,,,,
IMR,Sommer,Michael,RA und FAMuW,Redaktionsbeirat,,Beirat,https://www.ibr-online.de/ID-Verlag/impressum.php?zg=0&Zeitschrift=IMR,2024-01-06,,,,,,,,,,,,,,
info also,Behrend,Nicola,,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Berlit,Uwe,Prof. RiVerwG,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Conradis,Wolfgang,RA Dr.,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Dern,Susanne,Prof. Dr.,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Geiger,Udo,RiSG,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Hökendorf,Jörn,,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Igelmann,Susanne,,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Klerks,Uwe,RA,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Palsherm,Ingo,Prof. Dr.,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Stascheit,Ulrich,Prof.,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Steinmeyer,Horst,RiLSG,(V.i.S.d.P.),,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Vogel,Hedi,,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Wersig,Maria,Prof. Dr.,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Winkler,Ute,,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Wrackmeyer-Schoene,Antje,,,,Herausgeber,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Hofmann,Albert,,Mitbegründer der Zeitschrift und ständige Mitarbeiter,,,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Kreppel,Horstpeter,,Mitbegründer der Zeitschrift und ständige Mitarbeiter,,,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Spindler,Helga,,Mitbegründer der Zeitschrift und ständige Mitarbeiter,,,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Stahlmann,Günther,,Mitbegründer der Zeitschrift und ständige Mitarbeiter,,,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Trenk-Hinterberger,Peter,,Mitbegründer der Zeitschrift und ständige Mitarbeiter,,,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Geiger,Udo,RiSG,Recht der Arbeitsförderung (SGB III),,Redaktion,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
info also,Berlit,Uwe,Prof. RiVerwG,Grundsicherung für Arbeitsuchende (SGB II) und Sozialhilferecht,,Redaktion,https://www.nomos-shop.de/nomos/titel/info-also-informationen-zum-arbeitslosenrecht-und-sozialhilferecht-id-114028/,2024-01-06,,,,,,,,,,,,,,
IÖD,Wieland,,Rechtsanwalt und Fachanwalt für Verwaltungsrecht,Rechtsanwalt und Fachanwalt für Verwaltungsrecht in Bonn / Bad Godesberg,Informationsdienst Öffentliches Dienstrecht,Herausgeber,https://shop.wolterskluwer-online.de/rechtsgebiete/verwaltungsrecht/oeffentliches-dienstrecht/04102500-ioed-informationsdienst-oeffentliches-dienstrecht.html,2024-01-06,,,,,,,,,,,,,,
IR,Theobald,Christian,Prof. Dr.,Geschäftsführender Herausgeber,BBH,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Zuber,Andreas,Dr.,Geschäftsführender Herausgeber,Verband kommunaler Unternehmen e.V. (VKU),Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Britz,Gabriele,Prof. Dr.,Herausgeber,Justus-Liebig-Universität Gießen,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Fricke,Norman,Dr.,Herausgeber,"AGFW | Der Effizienzverband für Wärme, Kälte und KWK e.V.",Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Fuchs,Timm,,Herausgeber,Deutscher Städte- und Gemeindebund e.V. (DStGB),Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Gentzsch,Andrees,,Herausgeber,Bundesverband der Energie- und Wasserwirtschaft e.V. (BDEW),Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Held,Christian,Prof.,Herausgeber,"BBH, Europäischer Verband der unabhängigen Strom- und Gasverteilerunternehmen (GEODE)",Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Hermes,Georg,Prof. Dr.,Herausgeber,Goethe-Universität Frankfurt a.M.,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Kiepe,Folkert,,Herausgeber,Beigeordneter a.D. Deutscher Städtetag,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Koenig,Christian,Prof. Dr.,Herausgeber,Universität Bonn,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Kühling,Jürgen,Prof. Dr.,Herausgeber,"Universität Regensburg, Vorsitzender der Monopolkommission",Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Lösch,Holger,,Herausgeber,Bundesverband der Deutschen Industrie e.V. (BDI),Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Ludwigs,Markus,Prof. Dr.,Herausgeber,Julius-Maximilians-Universität Würzburg,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Nill-Theobald,Christiane,Dr.,Herausgeber,TheobaldConsulting,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Schneider,Jens-Peter,Prof. Dr.,Herausgeber,Albert-Ludwigs-Universität Freiburg,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Wilcken,Christine,Dr.,Herausgeber,Deutscher Städtetag,Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
IR,Wolff,Oliver,,Herausgeber,Verband Deutscher Verkehrsunternehmen e.V. (VDV),Herausgeber,https://rsw.beck.de/zeitschriften/infrastrukturrecht,2024-01-06,,,,,,,,,,,,,,
